"gene_names","nested_bh_pval"
"HAGH",0.997222680969096
"SLC35A1",0.996666104771375
"TBX15",0.871913318199013
"MRPL34",0.802794583162288
"PRKAR2A",0.988779995028454
"ZNF487P",0.872968576142024
"TRUB1",0.997222680969096
"ANKRD40",0.765565776032064
"GOT2",0.929747557760297
"FN3K",0.496979021940123
"TSLP",0.925218546068163
"IL32",0.996666104771375
"MAP3K8",0.997222680969096
"ASB6",0.847244776114389
"ABHD4",0.996666104771375
"ITPA",0.659885038038744
"MFSD6",0.974239259124278
"ISCU",0.988779995028454
"RNF43",0.996666104771375
"LFNG",0.998630010938732
"SMCR8",0.825483045866284
"MUL1",0.996666104771375
"ERH",0.46680366866766
"ZDHHC2",0.766301919936269
"TNFRSF14",0.998630010938732
"EPCAM",9.16305666272896e-38
"APOBEC3H",0.988779995028454
"C11orf24",0.999583279499351
"FRAT1",0.825483045866284
"NUDT13",0.998630010938732
"USP33",0.948209550530337
"TSPO",0.997222680969096
"ENOPH1",0.996893933523668
"KDELR2",0.952279164119469
"LRRCC1",0.983056150846217
"MMAB",0.940078212503013
"MTHFS",0.897000104287582
"ZNF266",0.911247030978663
"SCRN2",0.975341463938791
"TPGS2",0.359686153483344
"TRAPPC4",0.720796562069072
"ZNF615",0.872968576142024
"PIDD",0.976685216036718
"KPNA3",0.974239259124278
"TSTD1",0.990412192021873
"FKRP",0.929747557760297
"RGMB",0.925218546068163
"FAM153A",0.786648724628771
"C6orf72",0.997355538771346
"CCDC75",0.996666104771375
"TRIM47",0.991591397805052
"PAK4",0.887699667209669
"C6orf222",0.997355538771346
"CEP85",0.895810907479442
"RAB20",0.997355538771346
"TICAM1",0.996666104771375
"C1orf38",0.0212939795580362
"FAHD1",0.0992570323284527
"SNRNP27",0.940078212503013
"HEATR6",0.652267576381837
"C1orf198",0.996666104771375
"ZBP1",0.960425412636327
"CCDC82",0.951165232318754
"CMTM1",0.964503021383278
"EVI2A",0.998630010938732
"SPATA5L1",0.979029877703773
"PLA2G4C",0.786070194905954
"PGM2L1",0.555128766261333
"XYLB",0.809721156824759
"C4orf52",0.996666104771375
"RWDD2A",0.99548810205657
"BET1",0.988580585215189
"NCDN",0.874338363604263
"CAMSAP3",0.676481281679732
"IRF6",0.998171084764042
"GSTA4",0.998630010938732
"PCYOX1",0.947947448218504
"RAMP2",0.965105844822703
"RIMKLB",0.917895260321228
"PANX2",0.938484887399602
"NT5C3",0.895810907479442
"PTPLA",0.493768744084524
"ZDHHC18",0.997222680969096
"METTL18",0.751957476297754
"FUCA2",0.221702798116769
"TUBB6",0.816270168851751
"QPCTL",0.997222680969096
"DAD1",0.984033954370873
"TMEM114",0.882124802016438
"MUC20",0.909725946531468
"CCR8",0.899212728303803
"GJC1",0.947207217505372
"TCEB1",0.947947448218504
"GSTO1",0.984871124857009
"ADCK4",0.816270168851751
"TYK2",0.970465037831873
"ACCS",0.690904239954609
"FIBP",0.996893933523668
"C17orf89",0.757856016690745
"PRMT7",0.998630010938732
"MYL5",0.689205550404688
"CCDC103",0.998630010938732
"TLR4",0.997222680969096
"PVR",0.96304775094248
"L1TD1",0.877161529688853
"GTF2H1",0.970465037831873
"CEP70",0.996666104771375
"DHCR24",0.974239259124278
"C20orf7",0.990435759678429
"PCBD2",0.96976867611848
"WDR5B",0.997355538771346
"SNRPC",0.997222680969096
"MRPS33",0.941217479835637
"SYCP2L",0.972147102375882
"PEX6",0.842967115237224
"HMHB1",0.555128766261333
"FAM57A",0.974239259124278
"CTB-134H23.1",0.997355538771346
"ARPC5",0.975341463938791
"NFAM1",0.979029877703773
"RP1L1",0.514006572688459
"LY86",0.844606567086535
"SCIMP",0.957309843218865
"ANAPC13",0.690904239954609
"SLC12A7",0.940078212503013
"STX4",0.998630010938732
"TMED5",0.863952230993243
"SLC25A29",0.611590640912136
"SKA2",0.998630010938732
"C19orf53",0.435357693392002
"PPP1R16A",0.690904239954609
"CTD-2616J11.4",0.690904239954609
"LIPI",0.987792405985782
"RPP40",0.998630010938732
"ETS2",0.940078212503013
"CD58",0.988580585215189
"RBL2",0.998630010938732
"TMEM106B",0.940078212503013
"TAS2R43",0.961967850729759
"NIPAL4",0.603279867439034
"ANXA2R",0.961967850729759
"C6orf120",0.996666104771375
"DCP2",0.975341463938791
"NR2F6",0.998630010938732
"NDUFB1",0.912556871457655
"RRP7A",0.817173935855538
"DDX42",0.974239259124278
"C2orf74",0.975341463938791
"SPA17",0.997355538771346
"SYNGR1",0.968667117426288
"AKR1B15",0.975341463938791
"BLK",0.977496922195794
"RPL17",0.998630010938732
"AQP11",0.997222680969096
"SLC25A1",0.871913318199013
"NT5C3L",0.968667117426288
"SIRT1",0.884981310296388
"NOL7",0.825483045866284
"PPIL4",0.996666104771375
"TRMT12",0.947947448218504
"CENPK",0.680638423082119
"C7orf49",0.912556871457655
"RPL18A",0.92239465582602
"TONSL",0.912879641646662
"FARSA",0.460863330357176
"SIRT6",0.990412192021873
"C10orf88",0.998630010938732
"FKBP1B",0.957309843218865
"ESRP2",0.990412192021873
"UNC13D",0.946620945092275
"CMTM3",0.995730758899907
"XAB2",0.985887758480681
"CRELD2",0.998630010938732
"IFNAR1",0.998630010938732
"KHNYN",0.997355538771346
"NDUFB9",0.786648724628771
"ZNF396",0.975341463938791
"NDUFB2",0.947947448218504
"SYNM",0.976486352266875
"HSPA12B",0.690904239954609
"LSM11",0.978525156830154
"GRPEL1",0.955432680881746
"LAIR2",0.996666104771375
"SSBP4",0.988779995028454
"SLU7",0.807781390461748
"TMEM159",0.912406324790361
"KIAA1737",0.946620945092275
"TATDN1",0.998630010938732
"LRRC59",0.809721156824759
"SLC46A3",0.751957476297754
"MZT2A",0.998171084764042
"CCS",0.998630010938732
"KIAA1279",0.991691308741008
"HSPA1L",0.842967115237224
"THEM4",0.998630010938732
"PTER",0.682671871945979
"HLA-DRB1",0.975341463938791
"ZDBF2",0.998630010938732
"RNMT",0.930628584064013
"ZC2HC1A",0.975341463938791
"RDH13",0.964503021383278
"NISCH",0.844606567086535
"RARRES2",0.843488119462954
"TOP2B",0.990412192021873
"OTUD3",0.961967850729759
"PLOD1",0.996666104771375
"TPCN2",0.646221963114351
"NEURL2",0.874338363604263
"FLT3LG",0.996666104771375
"CISD2",0.997222680969096
"HLA-DQA1",0.974239259124278
"GSTZ1",0.941217479835637
"TRPM2",0.947947448218504
"ZSWIM4",0.937980612292229
"HGSNAT",0.997222680969096
"ZNF443",0.996666104771375
"TMEM91",0.997222680969096
"DFNA5",0.997222680969096
"SPATA7",0.825483045866284
"ECHS1",0.935810442148393
"YPEL4",0.138393430313845
"SMC2",0.835819914336547
"RAVER2",0.997355538771346
"EMP2",0.978525156830154
"BLOC1S1",0.970465037831873
"SERAC1",0.997222680969096
"C9orf16",0.895629658306206
"CYBRD1",0.979029877703773
"ZNF91",0.138393430313845
"SETD9",0.690904239954609
"C6orf203",0.803128064574854
"ATIC",0.968667117426288
"CHCHD4",0.990412192021873
"COX5B",0.982311440102974
"ZNF37A",0.912556871457655
"MYBL2",0.884981310296388
"KL",0.996666104771375
"C1orf31",0.977496922195794
"EPX",0.998630010938732
"HLA-DRB5",0.997222680969096
"NINJ1",0.997355538771346
"CCDC28A",0.950122151806762
"PRPF19",0.961967850729759
"ZNF559",0.998630010938732
"ZNF606",0.80280376401552
"CAPN11",0.974239259124278
"TTC19",0.908595825359194
"AGAP10",0.998630010938732
"TRIM66",0.996893933523668
"APOBR",0.78671681531696
"C1orf216",0.884981310296388
"NUDT2",0.985887758480681
"STX10",0.753022716367431
"WDR66",0.947947448218504
"ZNF502",0.00842438535475789
"CCDC138",0.998630010938732
"VASH1",0.998630010938732
"DPM2",0.998630010938732
"NAGPA",0.999712891822557
"TPRKB",0.802794583162288
"KDSR",0.988779995028454
"RPS23",0.996666104771375
"C3orf25",0.996666104771375
"ALDH2",0.998630010938732
"FAM111B",0.874338363604263
"NAGK",0.988580585215189
"PPT1",0.997222680969096
"CHI3L1",0.912879641646662
"LCT",0.908595825359194
"TACR2",0.961967850729759
"CHPT1",0.947947448218504
"DDR1",0.965838917861347
"ZNF32",0.970465037831873
"EIF4G2",0.935057376053876
"POLR1E",0.996893933523668
"GUCA1B",0.392251685312354
"NSUN4",0.950696117055721
"RALB",0.911247030978663
"HMGN2",0.786648724628771
"MAP3K14",0.849429090556793
"CDC42EP2",0.944912788597642
"IL17RB",0.960425412636327
"PML",0.988580585215189
"DHRS7B",0.998630010938732
"COQ3",0.968667117426288
"CCDC104",0.787181377902569
"DDI2",0.996666104771375
"CERK",0.997222680969096
"NAE1",0.996666104771375
"FEM1A",0.990412192021873
"LDLRAP1",0.690904239954609
"SLC16A9",0.930628584064013
"YBEY",0.947947448218504
"LRRC27",0.998630010938732
"SARDH",0.998630010938732
"MARC2",0.803128064574854
"ZNF696",0.91739209509465
"LSS",0.930628584064013
"SAPCD2",0.998630010938732
"AMZ2",0.803128064574854
"C19orf10",0.904353913181093
"C11orf75",0.997222680969096
"DDX59",0.997355538771346
"VPS28",0.909978017328195
"TRIM3",0.913523667865275
"DOM3Z",0.797451953803542
"GLRX3",0.964346692159146
"RP11-884K10.5",0.757856016690745
"COQ7",0.947947448218504
"SLC35G5",0.826608653941462
"RPSA",0.998630010938732
"IGSF22",0.872968576142024
"C17orf53",0.997222680969096
"HDHD3",0.998630010938732
"ATAD3C",0.998630010938732
"PPP6R2",0.981327250574047
"APOLD1",0.975341463938791
"TMEM185B",0.545437221869291
"FAM101B",0.997222680969096
"C1orf127",0.996666104771375
"RNF125",0.997222680969096
"CARD9",0.961967850729759
"ITPKC",0.998630010938732
"NUCB1",0.881327725030845
"A1BG",0.988779995028454
"FAM18B1",0.996666104771375
"ZNF626",0.988600160842633
"SNX11",0.997222680969096
"CCDC13",0.947207217505372
"EPSTI1",0.884981310296388
"PRX",0.786648724628771
"C7orf41",0.988580585215189
"ZNF518B",0.992614489643863
"SLC23A1",0.997222680969096
"BTNL2",0.825483045866284
"HPCAL4",0.991691308741008
"HDHD2",0.997222680969096
"GMPR",0.875072265875159
"TMEM38A",0.998630010938732
"CEP19",0.863952230993243
"ENOSF1",0.940078212503013
"CHTF18",0.994493823167483
"CHCHD5",0.930628584064013
"FRA10AC1",0.941491889155911
"C9orf95",0.997222680969096
"HRNR",0.996666104771375
"LRRIQ4",0.990435759678429
"MTHFR",0.964767428094195
"ARRDC4",0.997222680969096
"PTGIR",0.930628584064013
"DIRAS1",0.992050711725762
"CILP",0.530181861533293
"KCTD2",0.997355538771346
"FAM13B",0.514006572688459
"KLHL10",0.908595825359194
"VAMP8",0.116983334667129
"CAMP",0.646221963114351
"SLC27A3",0.429463425322483
"ZFP1",0.997355538771346
"REEP5",0.943993487955852
"C3orf14",0.998630010938732
"SKA1",0.822351546335988
"ANKRD54",0.884981310296388
"FGFRL1",0.734103809557657
"MAG",0.786648724628771
"ITGA7",0.968667117426288
"METAP1D",0.937550342057694
"IPO8",0.974239259124278
"STAM",0.996666104771375
"ABHD6",0.979029877703773
"CEP89",0.872968576142024
"DUSP2",0.851019221187404
"FAM134A",0.962214065970788
"HLA-DOA",0.996666104771375
"TUBG2",0.890694763158231
"CLIC6",0.797451953803542
"MMP23B",0.825483045866284
"GS1-211B7.1",0.909012522705089
"INPP5B",0.774222599422023
"CAT",0.998630010938732
"TMX1",0.999712891822557
"BICD2",0.988580585215189
"CSNK1A1L",0.816270168851751
"TMEM52",0.862893951467113
"ASTL",0.996666104771375
"SPATA18",0.983718777416085
"C1orf123",0.872968576142024
"MMP25",0.970465037831873
"C12orf43",0.912556871457655
"AP4M1",0.720210127053752
"ID2",0.988779995028454
"ASNSD1",0.858515743690687
"SLC30A4",0.555128766261333
"CSDC2",0.998630010938732
"HOXB2",0.876047528469631
"CDC42BPG",0.996666104771375
"ATP6V0E2",0.998630010938732
"CCDC12",0.918976924993019
"LCE1E",0.979029877703773
"CRCP",0.892160058748689
"RABAC1",0.997222680969096
"ATG4C",0.550355881976962
"GPBP1",0.979029877703773
"ZNF593",0.9677199326852
"COL5A3",0.998630010938732
"PFAS",0.998630010938732
"TRIM22",0.844483770132178
"TFAM",0.968667117426288
"SNX18",0.893389704056263
"FGL2",0.947947448218504
"TMEM67",0.882124802016438
"PHF15",0.757856016690745
"DNAAF1",0.998630010938732
"FAM100B",0.975341463938791
"GPAA1",0.961967850729759
"METTL7B",0.997222680969096
"CD79A",0.946620945092275
"GEMIN2",0.988600160842633
"SLC2A5",0.988600160842633
"CTDSPL2",0.998630010938732
"ZNF600",0.996666104771375
"MED28",0.998630010938732
"GSTM1",0.372969038072627
"TEX19",0.884981310296388
"KANSL2",0.979029877703773
"VANGL1",0.942786213456359
"CAND2",0.680638423082119
"C11orf67",0.904353913181093
"BTN3A2",0.998630010938732
"BMP8B",0.720796562069072
"GPR89A",0.999712891822557
"SETD6",0.996666104771375
"SERPINB1",0.940078212503013
"DCXR",0.620452281430305
"ZNF575",0.991691308741008
"IGFBP2",0.435357693392002
"C17orf97",0.690904239954609
"SLC18A2",0.188372930756757
"SMG9",0.987792405985782
"AFAP1L1",0.937978337959503
"CFLAR",0.842967115237224
"VIM",0.998630010938732
"TFAP4",0.941217479835637
"PSMB8",0.922434260236151
"NLRP2",0.754324010507234
"LMTK3",0.987792405985782
"PRH2",0.689205550404688
"ZNF442",0.998630010938732
"USP53",0.962210019524739
"PROX2",0.952279164119469
"RHOT1",0.988779995028454
"DSTYK",0.940078212503013
"PKN3",0.996666104771375
"FBXW5",0.998630010938732
"ZNF337",0.944170222885361
"SLC26A6",0.878106269953647
"PROCR",0.858515743690687
"FAM118A",0.690904239954609
"RFXANK",0.884981310296388
"SURF1",0.974239259124278
"SLC35B4",0.997355538771346
"F11R",0.970465037831873
"MCHR1",0.555128766261333
"FXC1",0.951165232318754
"OR52N2",0.988600160842633
"NSA2",0.7338048211334
"NR1H3",0.964767428094195
"CEBPD",0.769408663322231
"FAM136A",0.510794266084193
"ZPBP2",0.970465037831873
"ABCB9",0.988580585215189
"DUS3L",0.985887758480681
"NT5E",0.990412192021873
"GNGT2",0.734103809557657
"TIAL1",0.863952230993243
"ETV2",0.983056150846217
"CLTCL1",0.872968576142024
"ALOX5",0.874338363604263
"MYO7B",0.998630010938732
"DCAF4",0.998630010938732
"CLEC6A",0.884981310296388
"ZNF835",0.99263378740067
"OAT",0.996666104771375
"CDHR1",0.792961050208999
"C18orf21",0.947947448218504
"ARHGAP33",0.979029877703773
"PM20D2",0.872968576142024
"C6orf226",0.996666104771375
"SPTLC2",0.979700194951856
"LPCAT4",0.974239259124278
"ANKS6",0.996893933523668
"SCAMP5",0.0727458345015385
"S100A13",0.996666104771375
"P2RY6",0.988779995028454
"SLAMF1",0.991718986927157
"GNA11",0.871913318199013
"B3GALNT1",0.807781390461748
"AC007390.5",0.984033954370873
"GMCL1",0.689951639956654
"DCUN1D3",0.947947448218504
"FCGRT",0.116983334667129
"CBLN3",0.990412192021873
"SNX32",0.935810442148393
"C2orf28",0.977496922195794
"ULK3",0.825483045866284
"NRBP1",0.690904239954609
"SS18L1",0.890947572825246
"SLAMF7",0.964503021383278
"BUB1B",0.997222680969096
"KISS1R",0.958800887326663
"FES",0.997222680969096
"LRWD1",0.99263378740067
"LHX4",0.998630010938732
"CCT8",0.974239259124278
"HMOX1",0.988779995028454
"FSD1",0.555128766261333
"NSG1",0.930628584064013
"C12orf54",0.988779995028454
"STX6",0.691709750211821
"PRDM4",0.998630010938732
"RGPD8",0.47763172640682
"PCTP",0.998630010938732
"WHSC1L1",0.690904239954609
"PPP3R1",0.690904239954609
"YPEL3",0.998630010938732
"TLR10",0.711581588742911
"ADAP2",0.908595825359194
"CCDC114",0.988600160842633
"CLEC18C",0.774222599422023
"SLC26A2",0.690904239954609
"C8orf37",0.908595825359194
"ELAVL1",0.930628584064013
"RIMKLA",0.79249178065173
"MPI",0.974239259124278
"DENND1C",0.41543987471299
"COQ6",0.998630010938732
"GRAMD1A",0.948209550530337
"DYNC2LI1",0.781208444666673
"NMRAL1",0.998630010938732
"ZNF568",0.942786213456359
"PLGLB1",0.946620945092275
